true_label,pred_label,x,y,z,datatime_idx
0,0,2.768775,-0.027849153,0.70633674,57
4,4,0.9176421,2.1500156,1.382566,1308
2,2,-0.45801646,-2.4127522,1.905503,907
2,2,0.35033038,-2.6370325,1.8110783,695
2,2,1.1503339,-2.5340245,1.0041124,756
3,3,-4.587492,2.869308,-1.3285873,1179
4,4,1.4149127,2.3080242,0.70809793,1274
1,1,0.5741288,-2.0099888,-3.179712,494
3,3,-2.8240306,3.2869182,-1.7292613,1133
3,3,-4.587554,2.5663855,-2.1193674,1163
2,2,-0.05838251,-2.5326483,2.4400747,736
3,3,-4.948676,2.4626539,-1.1257665,1204
4,4,1.2340608,1.7163105,1.0333232,1359
0,0,2.027394,-0.70881546,0.16470653,208
2,2,0.23231877,-2.2547576,2.0614047,723
3,3,-5.1530004,2.4911656,-1.4985402,1022
1,1,-0.08255744,-1.8965998,-1.242569,342
3,3,-3.6734984,2.1577103,-2.3052087,1089
4,4,1.6233215,2.2332714,0.7678297,1226
4,4,1.2641923,2.3991098,1.271873,1430
1,1,0.68036276,-2.1345906,-2.5499454,552
1,1,0.94468004,-2.554652,-0.6567381,439
4,4,2.0297334,2.970694,1.4908435,1485
3,3,-4.4007964,2.4479475,-2.1136262,956
0,0,2.45287,0.5381658,-0.808136,223
4,4,1.0789979,2.4808438,0.63332057,1373
2,2,-0.61249423,-3.2899716,1.053952,882
1,1,-0.008952498,-1.9161444,-1.5402285,524
4,4,1.5640389,2.5812328,0.2122457,1441
1,1,0.2585534,-2.9819252,0.2023158,367
4,4,0.9029561,1.7228245,1.7801886,1276
2,2,1.3513635,-2.3057003,2.8035133,842
0,0,2.5485444,-0.56392205,-0.45697403,278
1,1,0.58240765,-1.8570435,-2.4940226,600
1,1,0.41249222,-2.8876197,-1.268344,399
3,3,-1.6464572,3.0199,-1.0880324,1145
1,1,1.4435713,-2.163884,-0.53690785,339
0,0,3.03733,0.41317397,0.29990822,80
2,2,0.8695855,-2.636973,2.650828,900
1,1,0.8892342,-2.9061682,-1.473315,357
0,0,2.1272547,0.4788631,-0.050614223,196
2,2,-0.06481301,-1.8951603,2.4086075,815
3,3,-4.582704,2.7690833,-1.141887,946
1,1,0.1980345,-2.2698934,-1.3875315,452
1,1,1.1250656,-2.2617917,-1.8179506,322
4,4,1.8134452,0.8727956,0.68846,1458
1,1,0.9330954,-1.9359308,-2.310828,450
4,4,0.90615445,1.5839416,1.0090606,1306
4,4,2.1812932,2.3055513,1.4160506,1297
2,2,-0.8633523,-1.7999411,1.0075948,746
0,0,2.8509407,0.07420559,0.95219827,232
4,4,1.4736556,2.130532,0.49092197,1446
2,2,0.28260288,-1.9014937,1.7488745,665
0,0,2.3848403,0.12109281,-0.58424693,81
2,2,0.25572407,-2.8639362,2.3369231,793
4,4,0.4681909,1.4832807,0.035876393,1348
4,4,1.2772952,2.3407059,2.2403195,1380
1,1,0.3503877,-2.5892446,-1.4334205,603
1,1,-1.1419683,-1.7115481,-2.0932736,477
4,4,1.4069536,2.1391358,0.7557837,1528
4,4,1.2654815,3.028378,1.0561064,1234
0,0,2.7640302,0.4608879,1.2467394,305
0,0,3.4921281,-0.18999122,-0.5915761,12
3,3,-4.430942,3.0964367,-0.9768895,1206
4,4,2.0505478,1.3976084,1.565232,1283
4,4,1.0568507,1.9570527,2.3857338,1271
3,3,-4.697433,3.6169403,-1.2469671,1116
2,2,0.27278715,-1.9033818,1.1935322,781
2,2,0.4176244,-2.4218059,1.3656433,691
2,2,-0.5338189,-2.7102125,2.0904026,647
0,0,2.7675307,0.0220474,0.08109906,4
3,3,-5.120673,3.4956632,-1.7050122,1009
4,4,1.2480783,2.8444302,1.0419178,1377
2,2,0.8811316,-2.3429158,2.1187756,743
0,0,2.9105237,-0.19961634,-0.21051864,103
4,4,0.6894881,2.3889227,1.2400236,1333
4,4,0.6119244,1.5144913,0.16361207,1328
1,1,0.43607143,-2.6519713,-1.2538892,306
3,3,-4.7505474,2.9923248,-1.7508897,1039
4,4,0.9540394,2.1045642,1.0344356,1293
3,3,-4.471274,3.2196422,-0.41934407,1118
4,4,0.95391417,1.8212731,1.1180427,1260
0,0,2.4565501,-0.48000425,-0.47321168,93
1,1,0.14183795,-2.2232864,-2.5403233,489
3,3,-3.9772964,3.1447537,-1.7921771,1164
4,4,2.363501,1.4981774,2.0010803,1489
0,0,2.3757038,1.2457557,1.0525527,32
1,1,1.7989473,-2.821256,-0.5032258,543
4,4,0.15899104,2.3387873,-0.5225467,1295
4,4,1.990333,2.512108,-0.009362459,1304
0,0,1.9466057,0.12797284,-1.0244653,44
4,4,0.98562443,2.8411334,1.1615735,1303
0,0,2.4681838,-0.033202816,1.2131953,186
4,4,1.794634,1.9546486,0.53650564,1433
1,1,0.0830777,-2.7055783,-2.0780594,558
3,3,-3.8868203,3.0905607,-0.88390416,948
4,4,1.3181629,1.6498659,0.80977607,1512
0,0,2.7102697,0.30317494,-0.39822638,26
3,3,-3.7536209,2.8407044,-2.351743,1093
0,0,2.268545,-0.13566998,-0.13825157,215
0,0,2.4954538,0.32846236,-0.06625399,281
3,3,-3.2806096,2.4988415,-1.7046072,1107
4,4,1.3377713,3.176949,1.1327615,1269
3,3,-5.129977,3.8641844,-1.3783128,1079
1,1,0.48224136,-2.1729822,-2.7622085,596
1,1,1.2183186,-2.5456233,-1.0931603,509
0,0,1.7706425,0.72295725,-0.5523027,214
2,2,0.76366913,-2.3416197,1.4024255,790
3,3,-5.0377827,2.7844152,-1.21802,1075
3,3,-6.3814206,3.3238158,-1.8250455,1033
1,1,1.2942388,-2.470296,-1.6578269,427
2,2,0.7932067,-2.6268415,1.3711767,621
1,1,-0.18958354,-2.7872238,-1.4932994,465
3,3,-5.503399,2.2387745,-1.8915077,927
4,4,2.0470524,1.3280585,0.9423915,1357
3,3,-4.154492,2.8101752,-1.7604846,938
2,2,0.36820287,-2.2612152,0.6446567,819
0,0,1.7273436,0.257942,0.32787815,28
3,3,-5.8875284,3.2850716,-1.0971123,1045
0,0,2.1188397,-0.5794226,0.9427582,211
1,1,0.9066388,-2.3414207,-1.6103102,463
0,0,2.851671,-0.07900965,0.5880639,64
0,0,2.601572,-0.15374336,-0.6751866,98
1,1,0.18938138,-2.6013534,-0.12624931,401
4,4,1.3705757,3.010413,0.8745406,1469
4,4,1.7384748,2.04459,1.1836246,1450
0,0,3.0747094,-0.109272495,0.96810186,164
2,2,-0.30399072,-2.5626264,0.83764607,858
2,2,-0.14493209,-1.739525,1.9845974,739
0,0,2.610979,-0.40926248,-0.85353017,243
2,2,-1.0711313,-2.702665,1.9410028,786
3,3,-3.7163212,3.5634072,-1.6869507,1112
4,4,2.3545482,2.9908943,1.7542096,1376
1,1,-0.915015,-2.172993,-1.457426,409
0,0,2.666679,-0.04924354,-0.3337214,42
3,3,-5.277141,3.3167725,-1.3197187,944
3,3,-4.1240177,2.312798,-2.3086624,1058
3,3,-0.8707497,3.6675172,-0.3322,1147
4,4,1.5983355,2.5055447,2.2992315,1375
1,1,0.64015347,-2.8356848,-2.118959,348
3,3,-4.2207284,3.7366219,-1.546669,1008
4,4,2.0904644,2.8412101,2.308309,1250
0,0,1.4616027,0.08301818,-0.9610047,282
0,0,2.3755665,-0.6261174,-0.38245127,109
2,2,-0.40427625,-2.4512086,1.1290202,862
1,1,-0.38473755,-1.9543747,-2.854844,557
4,4,1.2716703,2.525589,0.9568368,1414
1,1,1.4456809,-2.9155447,-0.9433644,495
4,4,0.8648293,2.5907884,0.25667417,1395
4,4,0.8202032,2.2880456,1.9332993,1417
1,1,1.0413374,-2.6025934,-1.7972652,390
2,2,0.704358,-2.0532432,2.4408019,626
1,1,1.0235227,-2.7140727,-1.0527974,404
2,2,-0.79210365,-2.3714156,1.0809582,783
1,1,-0.9285575,-2.7669144,-1.2805564,341
2,2,0.16196471,-2.4060242,1.6502739,860
1,1,0.46122313,-2.8818808,-2.2168522,526
4,4,1.5761044,1.3962926,0.5943363,1324
4,4,1.6050402,2.4590163,1.2646201,1251
0,0,2.49831,-0.041091263,-0.89439493,270
4,4,0.6397346,2.1361518,1.399904,1300
0,0,1.9040179,0.6590344,0.19799627,19
1,1,1.5513995,-2.4855917,-1.1598182,541
3,3,-4.5994887,3.277453,-1.1903874,1174
2,2,-0.002122581,-2.4410055,1.6682792,881
0,0,2.3248482,0.58247644,-0.6763605,187
4,4,1.3809417,0.95837694,1.2873646,1323
1,1,0.5182048,-2.7131786,-1.8410721,459
4,4,1.978863,2.4818943,0.80342567,1477
1,1,-0.017772675,-1.915302,-1.8965575,478
1,1,0.86691064,-2.569777,-2.7940946,561
0,0,2.6560693,0.17912945,1.6049504,25
2,2,-0.14846438,-2.403964,1.0874646,864
4,4,1.1985567,2.0191996,-0.42196584,1259
1,1,0.81158876,-3.0027204,-1.0670167,405
0,0,2.520693,0.102681756,0.944287,86
1,1,-0.8429743,-1.8889005,-1.3471335,377
4,4,1.0100707,1.4941554,0.86612046,1289
4,4,1.2464051,1.9442759,0.7593797,1504
2,2,0.49389297,-2.216625,0.8709161,720
4,4,1.937228,0.9023428,0.92673504,1459
1,1,1.0117452,-2.3421278,-1.4951131,351
4,4,0.9859458,1.6364461,2.0767348,1511
3,3,-6.6121716,2.8576984,-1.7787642,935
0,0,2.7067003,0.38095582,-0.41411728,225
4,4,2.2266793,2.2583625,1.2327166,1444
3,3,-2.9464874,3.0566943,-1.366244,967
3,3,-5.704589,3.564316,-1.2559984,982
2,2,0.3854293,-2.3574624,0.78473264,838
2,2,-0.25282764,-2.4142835,1.2270372,716
0,0,2.5433974,0.15694463,1.1041629,61
3,3,-4.464431,3.385726,-1.2458175,1005
3,3,-4.2579346,2.8642223,-1.4711676,1176
4,4,0.7301307,1.0279784,0.44192687,1499
4,4,1.6060138,2.2821887,1.91627,1280
1,1,-0.18448639,-2.144671,-1.5827278,443
2,2,-0.62734354,-2.13671,1.5090606,644
4,4,1.8762264,2.4714057,0.9381266,1416
2,2,0.25043643,-2.9006348,1.5915897,681
2,2,0.30235752,-2.5501847,2.091582,877
4,4,0.40073806,1.7734851,0.47851145,1330
0,0,2.133127,0.06159471,1.0398538,67
2,2,0.049384207,-2.6543257,2.0753117,760
0,0,2.2525322,-0.025988966,0.03293793,106
2,2,0.35006,-1.8309603,2.5849628,666
2,2,-0.17738798,-2.9679575,2.1855495,619
3,3,-5.0567994,3.458019,-1.7628654,1168
1,1,-1.0211055,-2.67387,-1.9000547,584
2,2,-0.5449856,-3.319006,0.94420755,715
4,4,1.2408931,2.6156404,1.3227499,1327
1,1,0.32973456,-2.393327,-1.7658591,542
3,3,-5.6796455,3.0951717,-1.9348253,999
4,4,1.9592664,2.8577764,1.0906899,1238
0,0,2.2619932,0.6587043,-0.35952836,3
2,2,-0.12709083,-2.1501627,2.2924504,692
2,2,0.79443216,-2.3188617,1.5408621,745
0,0,2.6095827,0.28490582,1.7277291,178
1,1,-1.0924385,-2.3023834,-1.4083295,554
3,3,-3.860346,3.4969144,-2.1026812,1096
2,2,0.06719601,-2.2989073,1.6989396,706
3,3,-4.291425,2.8028939,-1.519965,1162
0,0,3.0095654,0.583214,1.3367679,221
3,3,-4.610247,1.9840429,-1.7641102,1054
2,2,-0.43518686,-1.9314338,2.148816,663
3,3,-5.4955473,3.705607,-1.5883366,928
4,4,1.9473165,2.4706798,1.2177167,1440
2,2,-0.109645605,-1.6253732,2.2078712,710
1,1,1.3498774,-2.3079062,-1.7709045,599
2,2,-0.54161906,-1.6010454,1.438609,649
1,1,0.88639134,-2.5263534,-0.50520146,609
3,3,-4.226624,3.716337,-1.0112867,1151
1,1,2.5177443,-2.5846581,-0.25044024,369
2,2,0.009035423,-2.3832715,0.965486,887
1,1,1.176618,-1.769253,-1.5745572,517
2,2,0.44796926,-1.6551416,2.3116736,904
2,2,0.64012635,-2.4636178,2.1961486,731
1,1,-0.15852317,-1.9376534,-1.6470482,588
4,4,1.5854566,2.2438655,1.2564396,1452
0,0,2.733127,0.41441482,-0.052100793,46
0,0,3.2999194,0.48574367,1.339928,213
2,2,0.23222335,-2.43008,2.4287844,766
0,0,2.3267918,0.17454694,0.28343508,38
0,0,2.590361,0.1418724,-0.2356982,69
0,0,2.7575948,1.3408076,0.92389953,194
1,1,0.23503897,-1.4377656,-1.2992344,340
2,2,0.62811136,-2.0455256,1.9578627,799
4,4,1.8079088,2.3076477,1.0223622,1256
4,4,1.8010426,2.094018,1.7510203,1428
0,0,2.6262834,0.14657257,-0.53752613,210
2,2,0.86031306,-2.2693484,1.2985736,780
1,1,1.6301403,-2.302293,-2.0020533,396
4,4,1.9414594,2.4852748,1.2731211,1490
4,4,1.4435098,2.9587533,1.5495676,1464
2,2,0.6025295,-2.0114074,1.7270765,872
1,1,0.14084786,-1.565151,-2.5553167,589
1,1,-0.19294375,-2.4816527,-0.7447206,346
2,2,-0.030487545,-2.3350787,1.2825706,827
3,3,-3.5592544,4.086835,-1.370539,1084
1,1,0.15322417,-2.0050325,-0.92960817,376
1,1,1.0979623,-2.4125435,-2.0460513,426
1,1,-0.42987704,-2.0094342,-1.2382858,314
3,3,-3.9521549,3.5379717,-0.866365,1199
0,0,3.2846022,0.21674716,-0.6439159,235
3,3,-6.033242,3.051541,-1.3120708,1068
4,4,1.8536042,1.9583468,1.0258813,1480
3,3,-4.721857,3.6203523,-1.4691787,1031
2,2,-0.75602835,-2.622226,1.8889415,763
2,2,-0.82819116,-2.838362,1.5750657,714
1,1,-0.52492636,-1.4413542,-1.4479043,411
0,0,2.8540385,0.46583265,0.15811273,9
0,0,3.5218809,0.052675933,-1.0905225,43
2,2,0.73625314,-2.7010922,1.0086281,683
0,0,2.2867684,0.97727436,-0.638071,293
3,3,-3.8334043,2.4539235,-1.7256639,924
3,3,-3.4327226,2.5399435,-2.0663714,1122
1,1,-0.47664285,-2.0791087,-1.1067103,410
1,1,-0.14028457,-1.8153872,-1.6131158,379
0,0,2.712902,0.45966595,-0.7080895,23
4,4,1.2086033,2.7518475,0.45490646,1227
0,0,2.0308945,-0.47570997,-0.21653144,171
0,0,3.1720145,-0.16722943,1.9177681,39
4,4,1.0375042,3.2607563,2.0606933,1339
2,2,0.3987432,-2.0641937,2.495973,660
1,1,0.827301,-2.5378685,-0.9074511,571
1,1,0.49494842,-1.8282572,-2.0992873,529
3,3,-5.326578,2.7756355,-0.6624533,1040
1,1,0.687447,-1.4103459,-1.8505735,382
0,0,2.099572,0.58720577,0.61260855,17
3,3,-3.3085427,3.138557,-0.84738356,1012
1,1,1.172995,-2.2147663,-0.18192714,388
4,4,2.6531343,3.2067134,1.0943282,1483
4,4,1.8486755,2.9169817,1.0389898,1282
4,4,0.759786,2.286693,1.1222218,1468
0,0,2.657595,0.86867356,0.33986402,167
1,1,0.4579649,-2.4819467,-1.982005,498
1,1,0.40026668,-2.4520714,-0.9690772,412
1,1,0.60467756,-2.116621,-2.2704964,353
3,3,-3.5857124,2.1810808,-1.8652904,952
1,1,0.65455365,-1.4649453,-1.4509312,525
3,3,-4.9390135,3.317353,-1.353883,1002
3,3,-4.017128,2.581635,-1.1214168,1105
0,0,3.0386043,-0.006584406,1.1973737,114
4,4,1.3492907,2.7926314,1.201217,1281
1,1,-0.14770716,-1.8109486,-1.591085,344
4,4,2.2099574,3.4648314,1.651531,1403
2,2,0.1975728,-2.1342328,2.6485102,906
2,2,0.5505771,-2.2154827,2.2221904,738
1,1,1.5987984,-2.7202315,-0.14114219,507
4,4,1.0418768,2.2725565,2.3966916,1482
2,2,-0.22321859,-2.4846613,1.8638637,679
0,0,2.3236659,0.4426849,-0.5728245,14
2,2,0.4727593,-1.6662986,1.5789442,880
3,3,-4.2747865,2.784616,-1.9022378,1063
3,3,-4.272628,2.4481502,-0.52615505,941
0,0,2.8561893,0.26594982,0.36401063,227
3,3,-1.5424552,3.0188818,-1.3459834,965
1,1,1.0053952,-2.5021029,-1.2768711,431
1,1,0.7750068,-2.0555115,-2.735268,326
3,3,-4.9529586,1.6760501,-2.074513,953
4,4,2.053581,2.9221396,2.345903,1311
4,4,1.9680653,1.5880188,0.83338726,1391
0,0,3.125345,0.49770415,0.4610147,87
4,4,0.58194274,2.8129582,0.76392245,1360
3,3,-3.740607,2.7665043,-1.4276459,994
4,4,1.0547043,3.2205558,1.9274992,1231
2,2,0.11778778,-2.1406708,2.387449,865
3,3,-5.267318,2.7383966,-1.3932152,925
1,1,0.6395601,-2.1820695,-0.48920196,368
0,0,2.9979982,0.67900974,0.18009934,60
4,4,1.8503091,1.9926698,0.83815074,1524
2,2,-0.08713627,-2.5693765,1.807349,725
4,4,1.1098331,2.1908073,0.8158102,1258
3,3,-1.9886794,3.8113108,-1.1763047,939
3,3,-6.778122,2.3355129,-2.235913,1156
4,4,1.9019197,2.4035866,1.0071318,1358
1,1,0.27842593,-2.7517116,-0.6104224,472
1,1,-0.24972832,-2.9022317,-0.63766026,436
3,3,-2.9369693,4.0767627,-0.76125985,979
1,1,0.022588193,-2.1642513,-1.4333901,384
4,4,2.1260293,2.3432975,1.5085907,1419
2,2,1.2703004,-2.0018458,1.991191,798
1,1,-0.36014128,-1.8578391,-0.98625004,504
3,3,-4.027181,2.110893,-2.1990962,995
1,1,0.5872588,-2.343777,-1.3008327,570
3,3,-3.4966297,3.0537493,-1.776802,1126
2,2,-0.21321183,-2.0995984,1.449166,676
1,1,-0.58328843,-1.3165851,-2.2243948,444
1,1,-0.6085028,-1.9930958,-2.1631598,549
1,1,0.8993314,-1.870394,-1.8847914,392
2,2,-0.076765925,-1.3587954,1.7161429,837
2,2,0.08699806,-1.7293001,2.230061,638
2,2,-0.35929435,-1.8855426,2.2335231,719
1,1,0.48729968,-2.1796064,-1.9547007,313
0,0,2.9457004,0.005359948,-0.23277812,185
4,4,1.4756423,2.8565898,0.76373714,1370
3,3,-5.025769,3.606401,-1.5855356,1143
2,2,-0.4494788,-1.9592662,1.0587323,689
1,1,0.48062414,-2.2726378,-1.3277689,611
0,0,2.7763245,-0.1829651,0.46133643,271
2,2,-0.80785817,-1.3743203,2.5225174,741
4,4,1.5869473,2.0822227,2.006831,1252
1,1,1.1648065,-2.3274014,-1.2363944,337
2,2,1.1601877,-1.8977741,1.1076337,846
1,1,-0.5985185,-1.927443,-1.6913677,446
1,1,0.03386867,-2.594964,-1.0150967,331
2,2,-0.110761635,-2.2785363,1.7242017,850
1,1,0.25621992,-1.9026747,-1.3475578,315
3,3,-2.9959545,3.4593794,-1.77113,998
0,0,2.447957,-2.25E-05,-0.60213614,78
4,4,1.5613381,3.4771557,1.5271819,1367
2,2,-1.230672,-1.923464,-0.475075,889
1,1,-0.7268366,-2.0870888,-1.7545385,595
2,2,-0.18305165,-1.9952594,1.4805288,675
2,2,-0.10150617,-1.1710348,1.8994147,835
1,1,1.0018376,-2.5476687,-1.0761449,508
1,1,-0.3430846,-1.2946398,-1.7473994,585
2,2,0.9744861,-2.1483953,0.68118954,821
0,0,2.4806015,0.14442357,-0.82633746,277
2,2,0.44662088,-1.8427893,2.5869353,699
2,2,0.42159924,-2.0169587,1.101066,822
1,1,-0.6210314,-1.9378705,-0.83199024,343
3,3,-3.9739785,3.2359283,-0.3432922,1016
3,3,-2.9576464,3.8075266,-1.5878019,996
4,4,1.952539,3.4918375,0.2861719,1472
4,4,0.918081,3.589091,1.6385536,1337
4,4,1.4898922,3.0054367,2.2556481,1520
0,0,2.4562082,0.7266333,0.32100898,158
3,3,-4.449161,3.7566013,-1.3753998,1182
4,4,0.24874693,2.9239507,1.4232957,1292
4,4,0.88460356,3.0854466,0.8392141,1361
1,1,0.07714528,-2.2638457,-1.0439696,537
0,0,2.4623451,0.9995134,1.723603,261
4,4,0.66297424,3.5377343,1.1072239,1448
0,0,2.217261,0.51688755,-0.54389465,291
0,0,3.0893269,0.111750126,0.43013024,125
2,2,0.44884932,-1.8038743,0.72041994,830
0,0,2.288025,0.1420024,0.58029735,255
0,0,2.3131933,0.4372174,-0.032032736,35
4,4,0.8003718,1.6342204,-0.001252562,1363
2,2,0.03232518,-1.8633856,1.0823156,840
4,4,1.411968,2.5970793,1.5381153,1314
3,3,-4.699778,4.1103683,-0.91158366,1223
1,1,0.7009102,-1.7851074,-0.86840165,538
3,3,-3.336649,2.8139877,-2.635743,1190
1,1,1.3473699,-1.936029,-1.2239177,325
1,1,-0.48586544,-2.210045,-1.075194,474
1,1,1.1422782,-2.1091833,-1.294832,364
2,2,1.655726,-2.2628472,2.3118167,718
2,2,0.81493384,-1.4922295,1.9787306,627
2,2,0.7329126,-2.1400228,1.0164615,641
3,3,-5.6616516,3.3314319,-1.0116903,951
1,1,1.1155846,-2.5456173,-1.3264799,468
3,3,-5.4701915,3.9963791,-2.0233023,1098
3,3,-4.8278437,3.6411514,-1.6729634,1065
2,2,-0.4007976,-2.0509424,1.2442935,779
0,0,2.8253067,0.4550617,-0.40331092,220
0,0,2.5271673,-0.059482396,-0.052636415,140
4,4,0.8945,2.666577,0.9722656,1364
2,2,0.018586665,-2.3840303,1.6905211,823
1,1,0.60627186,-1.9929527,-2.6870089,560
3,3,-3.5257883,4.252109,-0.971275,1080
3,3,-2.0141284,4.114254,-1.2538469,1115
2,2,1.1617627,-1.9150712,1.2111341,831
3,3,-5.110882,3.1544864,-1.3931997,968
1,1,-0.7086655,-1.0432897,-1.8562651,545
2,2,0.09691602,-1.7092575,1.0400206,773
3,3,-5.0979285,3.9946508,-1.2271894,1111
1,1,0.072760046,-1.630842,-1.5457654,448
2,2,0.6545587,-1.4307537,1.9146373,759
3,3,-5.09514,3.487508,-0.9971114,1010
0,0,2.2768686,0.052078426,-0.38325417,128
0,0,2.0683353,-0.30784696,-0.06466019,139
2,2,0.5948553,-1.3059101,2.0918837,809
1,1,0.2663281,-1.6467981,-2.3399887,518
0,0,2.3577495,-0.438159,0.26796025,123
2,2,0.723821,-1.9750952,1.7631595,737
0,0,2.3648462,0.24717146,0.6885258,135
2,2,0.8883294,-2.4554257,1.711117,917
1,1,0.534997,-2.52519,-2.1286054,522
2,2,1.0203627,-2.2047622,0.5870722,859
1,1,0.89936703,-2.6674685,-1.0949783,333
0,0,2.883466,1.8572075,0.8587069,20
2,2,1.0720012,-1.9173853,2.1944747,814
4,4,2.0946007,2.8379233,1.0964485,1500
0,0,2.3894734,0.3343123,0.67687976,85
4,4,2.203047,2.7368171,1.411922,1379
1,1,1.1015874,-1.9666328,-2.1574278,358
0,0,2.9865937,1.2129711,-0.32354245,266
2,2,0.83584285,-2.279123,1.3671026,724
3,3,-5.331125,3.6925304,-0.28672937,1015
2,2,0.40112358,-2.235193,1.901854,753
0,0,3.097135,0.002435207,0.53512335,55
2,2,-0.3385522,-1.9365498,2.0580013,755
0,0,2.0212111,-0.16915828,0.6173766,101
0,0,2.6122932,1.1435443,0.11256108,200
1,1,-0.005037606,-1.9811952,-1.770393,455
0,0,3.2676702,1.0860459,0.5924484,144
1,1,0.61953706,-1.509941,-1.6052423,582
3,3,-3.203822,3.3088198,-0.6819633,984
0,0,2.4267144,0.23950821,0.92457396,153
3,3,-4.9269147,3.3762636,-1.1092017,1172
2,2,1.529092,-2.4143066,1.549538,652
3,3,-4.190287,2.3890877,-2.0499656,922
2,2,-0.5197803,-2.0236092,1.9073772,761
4,4,1.7981515,2.6757877,1.8053288,1353
1,1,1.4732215,-1.6309503,-1.2019622,458
1,1,1.4137905,-1.7579474,-1.1528761,366
1,1,1.5827439,-2.4524703,-1.0648532,330
4,4,0.84471154,3.1276226,0.4350928,1335
0,0,2.443805,0.9059187,-0.15784311,66
3,3,-5.363449,3.605751,-1.0917042,1211
0,0,2.937129,1.2152114,1.3653793,130
0,0,2.1566315,0.23599035,0.1470962,163
0,0,2.525913,-0.26448244,0.6534857,216
4,4,1.6418676,2.510518,0.7087023,1437
3,3,-4.9301662,2.5917523,-1.4797553,930
3,3,-4.421493,3.6116037,-1.3772063,1073
0,0,2.6301982,0.39747438,1.6338499,234
1,1,0.13273454,-2.9047596,-0.95814586,361
2,2,0.63871026,-2.0403855,1.7039362,744
1,1,-1.017736,-1.898591,-1.607731,378
2,2,-0.39406174,-2.0411634,1.1891272,778
0,0,2.4946668,-0.44221035,-0.4805045,212
4,4,1.8369216,2.3753538,1.6537995,1317
4,4,0.7457062,2.2111118,0.83272,1362
0,0,1.7980461,-0.4304648,0.61520284,79
0,0,3.048872,0.9003054,0.2574536,31
2,2,-0.55255246,-1.91113,1.4824488,704
0,0,1.9829142,-0.024281885,-0.43673152,177
3,3,-4.501772,3.6763558,-1.2324862,1082
0,0,2.2980459,0.22152954,0.19449772,18
0,0,1.9548317,-0.4397577,-0.45557702,112
0,0,2.2165952,0.26753688,0.60335475,254
3,3,-6.7292843,3.1042242,-1.5962857,937
3,3,-5.706335,3.0759442,-0.9653616,942
1,1,0.2406568,-2.668341,-1.8815291,499
4,4,2.4195917,2.3034651,0.7773274,1457
4,4,1.4257786,2.2854097,1.0834725,1436
0,0,3.0489848,0.82652044,0.4217311,132
4,4,1.07818,2.749859,0.43517208,1228
1,1,0.11567682,-2.1172752,-2.1533625,425
0,0,2.4304128,-0.13254479,0.65221953,34
3,3,-3.840273,3.0222523,-0.7385142,1017
1,1,-0.84605074,-2.055749,-1.8450049,483
1,1,-0.5116933,-2.0567799,-1.632935,347
0,0,2.2572792,-0.074591294,-0.3740167,75
3,3,-5.613201,2.6102142,-1.5800523,936
0,0,2.517737,-0.79323214,-0.9144105,206
2,2,1.374172,-2.5037322,2.29863,634
4,4,0.8162417,2.996501,1.9889624,1275
2,2,-0.7049545,-1.8830001,2.1111403,701
3,3,-5.5204477,3.6085904,-1.0667558,1222
2,2,0.37314805,-2.1961403,0.9493822,854
2,2,-0.19441123,-2.008207,2.4796066,642
2,2,0.12808606,-2.07973,1.6613756,803
1,1,0.002564579,-2.2269328,-0.76890683,469
0,0,1.6369668,-0.24341106,0.20793737,238
4,4,1.6590906,1.6961536,1.7856252,1526
4,4,2.0344796,3.2206318,0.47654068,1236
2,2,0.5116428,-1.8065162,0.7442596,639
2,2,0.18308233,-2.1301687,0.8378856,797
0,0,2.6646287,0.86742425,1.4701085,268
0,0,2.120562,0.5424916,-0.4990344,147
0,0,2.2692437,-0.31901807,0.55890185,248
2,2,1.2145844,-1.9179567,1.4692447,832
1,1,1.2653376,-2.516357,-1.5202749,393
0,0,2.0397966,-0.5403693,-0.98076993,11
3,3,-6.469372,3.472189,-1.1249543,973
2,2,0.3760361,-2.2049193,2.007119,771
1,1,0.00048849,-2.3772936,-2.009557,456
0,0,2.3902087,0.255163,0.049717635,30
2,2,-0.51265734,-2.7485874,1.3859743,646
1,1,-0.13375476,-2.642786,-1.2536412,576
2,2,0.063937545,-1.955975,1.5075631,740
4,4,1.3991638,2.8374186,0.85100645,1302
0,0,2.0596352,-0.1724794,0.001396239,205
1,1,-0.30002284,-2.7551248,-1.5471921,432
0,0,2.4055345,0.31916723,0.6707805,122
1,1,-0.043706954,-2.191104,-1.9056717,420
1,1,1.0591125,-2.2790878,-2.2920535,530
4,4,2.1895134,1.3753471,1.6813617,1492
1,1,0.5782343,-2.2646897,-1.0450555,403
1,1,-0.24304998,-2.8265772,-2.0003116,559
2,2,-0.29030585,-2.019598,1.7168639,876
0,0,2.3651597,0.4791109,0.018843174,22
1,1,0.29479605,-2.9170744,-0.5721773,437
4,4,1.2252538,2.8148482,0.63663924,1298
3,3,-3.1743934,3.3659647,-1.1026204,1180
4,4,0.6432673,2.6692424,0.41585433,1462
3,3,-4.01667,2.8007808,-1.7920686,1061
3,3,-4.245961,3.5494199,-1.3389983,1213
4,4,1.2146591,2.682891,1.5709394,1309
3,3,-4.1705394,2.1789608,-2.722689,1123
0,0,2.1085255,-1.1682327,0.032019287,1
0,0,2.1934013,1.1647873,-0.522759,301
