true_label,pred_label,x,y,z,datatime_idx
4,4,1.9608948,3.1015544,1.0476209,1340
2,2,-0.79615057,-2.3757896,1.9000139,833
2,2,-0.23271307,-2.1512432,1.3153416,857
1,1,1.2581294,-2.561686,-1.2459058,467
3,3,-5.9333615,2.5233042,-2.6558876,1128
1,1,-0.49654907,-2.4206526,-0.31605208,365
3,3,-3.556128,2.8626573,-1.0902016,1142
2,2,0.36468902,-1.9535865,1.9530233,875
0,0,1.9597633,0.18078108,-1.6836399,173
2,2,0.048344187,-1.7661188,2.030735,903
4,4,0.63131183,2.3927906,1.4449868,1434
4,4,1.7538215,3.1504846,0.6200921,1336
2,2,-0.118826926,-2.2021227,2.1060197,734
2,2,-0.18178096,-1.8809726,1.6908659,765
0,0,2.6850789,1.0730096,-0.547933,96
4,4,1.2963369,2.5499897,-0.05970718,1497
4,4,0.7072433,2.6784947,1.0546571,1346
4,4,2.4882805,2.4560068,0.48902148,1474
2,2,-0.61473113,-2.462007,0.61354536,885
3,3,-3.4360042,3.8394966,-0.8237192,1121
2,2,-1.4240332,-1.527503,1.0924861,788
3,3,-2.7186131,3.9539044,-2.4256058,1099
0,0,2.2774706,0.2245194,0.7984737,76
1,1,0.5295976,-2.4131138,-1.4816244,502
3,3,-4.95693,3.1237357,-2.4377697,962
4,4,1.3797683,1.5282106,0.6255233,1290
1,1,-0.007991746,-1.7396853,-1.9757376,553
3,3,-4.459002,3.7253547,-0.77780694,1212
0,0,2.496165,-1.0824623,-0.6585193,217
0,0,2.1797404,0.11707738,-0.07512714,53
1,1,0.55502087,-2.6387818,-1.2571675,501
4,4,1.4090014,3.220939,1.041964,1307
4,4,1.0883541,2.6282277,0.7994899,1507
3,3,-5.6784554,2.718873,-1.5383668,960
1,1,0.21362923,-2.3466542,-1.0663869,505
4,4,-0.19526228,1.6980959,0.4247367,1397
2,2,0.6394857,-1.910892,1.5440481,659
3,3,-3.5199575,3.0681608,-1.3073928,1146
0,0,2.425045,0.2170395,-1.1913596,252
1,1,0.4510285,-2.0523062,-1.5738612,383
4,4,0.82462037,2.0092788,-0.15290022,1399
3,3,-3.860119,3.7443311,-1.4783361,1141
0,0,2.3248286,-0.15748225,-0.060937494,207
3,3,-6.0408974,3.571657,-1.376022,1209
4,4,1.4614758,2.6459515,1.2841378,1478
2,2,1.075994,-2.309021,1.829143,622
4,4,1.4251007,2.4686818,0.5761331,1232
2,2,-0.28231537,-2.5427828,2.3117323,636
1,1,-0.3768104,-2.1888928,-1.6095103,516
0,0,2.3439267,0.14954953,0.14276168,189
2,2,-1.1847352,-2.0946772,0.95112276,782
4,4,1.5307705,2.4936163,1.987722,1277
2,2,0.99292326,-2.8058066,2.5318217,650
0,0,2.4738467,-0.63846594,0.6436982,51
2,2,1.513789,-1.8825412,1.8466625,726
2,2,-0.3605772,-2.6417935,1.1281772,784
4,4,1.3695612,2.8119006,1.1473558,1240
4,4,1.2616383,3.4440107,1.0157819,1239
4,4,1.801042,2.1396391,1.2830908,1484
0,0,1.9819759,0.267224,0.24925676,92
0,0,2.7269413,0.99297994,0.9399975,299
0,0,1.4266175,-0.12950577,0.22155802,47
2,2,0.97077286,-1.9132619,1.5925561,721
0,0,1.9876271,-0.06977695,-0.7514776,131
4,4,1.5293988,2.2616417,0.9700466,1413
1,1,0.047217607,-2.2623732,-0.84046793,352
0,0,2.2623825,-0.39737198,-0.6676533,7
3,3,-7.631714,3.3960268,-0.811908,1154
3,3,-5.036819,2.4101985,-2.0390437,986
4,4,0.82259214,2.3252485,1.0213529,1522
4,4,2.196469,1.9142367,0.37021238,1517
1,1,0.43293113,-2.0973442,-1.812661,563
1,1,1.3290157,-2.184234,-0.8675905,318
0,0,1.9929538,1.1777196,1.6641605,264
2,2,0.01045531,-1.5343275,1.1579623,785
1,1,0.5567357,-1.8811952,-1.7439435,413
2,2,-0.50918716,-2.0665126,1.2373071,853
1,1,-0.9148608,-2.3701427,-2.0134656,550
4,4,1.3045115,2.1368926,1.38515,1237
1,1,0.021223843,-1.832853,-2.2785583,527
0,0,2.1957648,-0.039876193,1.7869661,237
1,1,1.9215991,-1.8698115,-0.9518513,329
2,2,-1.241863,-2.1955707,0.5910466,874
1,1,-0.5930804,-2.2732553,-0.9265461,349
2,2,1.0132511,-1.4404399,2.0868075,776
1,1,1.0414733,-2.3478289,-1.9570352,424
1,1,-0.50712156,-2.047506,-1.4907392,556
4,4,0.9439896,2.8453321,1.215032,1386
4,4,2.0376823,2.2327976,1.4989394,1454
0,0,2.1113327,0.04933796,-0.28561693,198
4,4,1.6115117,2.1743972,2.496066,1319
3,3,-4.312567,3.327862,-0.7965066,1119
4,4,1.9893255,1.4972512,1.2758548,1461
0,0,2.0789921,0.44452304,-0.56771773,10
4,4,0.59466445,2.4542637,0.13095573,1466
4,4,1.8966005,2.9408576,1.1823473,1510
3,3,-4.0627747,2.80965,-1.2772186,1097
4,4,1.1960375,2.1496778,1.1687367,1423
3,3,-3.862499,3.8332448,-1.4927727,1067
4,4,2.0503142,2.6182272,1.5136536,1513
3,3,-3.4559302,2.8870726,-1.2004197,1000
0,0,2.7670982,0.8307203,-0.2587852,77
2,2,1.6201899,-2.1141353,1.8025043,673
2,2,0.506264,-2.1409738,1.4301964,777
2,2,-0.54318875,-2.1866655,2.31341,735
0,0,2.5908425,1.0351605,-0.40229523,49
2,2,0.46053743,-2.1309607,1.7612771,653
0,0,2.5264854,-0.6710564,0.5331353,246
0,0,2.3210285,0.021872874,-1.2747419,242
3,3,-3.079142,3.7446713,-1.0232,1053
4,4,1.786717,2.7706177,1.3308904,1273
3,3,-4.0720124,2.4149134,-2.0209074,1059
2,2,0.33239117,-1.9080107,1.2422842,851
1,1,1.0390681,-1.9990481,-2.0033627,500
4,4,1.5167725,2.7347221,1.1853166,1408
0,0,3.0270545,0.6208284,0.02173999,249
0,0,2.7281983,-0.21506801,-1.6747425,50
3,3,-3.6765666,2.6061912,-2.0024407,1057
3,3,-4.2757835,4.019849,-0.78313977,1081
1,1,-0.08093041,-1.8908583,-1.3061306,374
2,2,0.12895665,-2.4041977,1.5283501,812
3,3,-3.6480618,3.4433374,-0.95748115,985
1,1,-0.3626755,-1.8570495,-1.7371826,408
0,0,2.1233008,0.44736162,-0.17287666,160
1,1,0.24015462,-2.1228886,-1.3675522,574
1,1,0.7901703,-2.3910515,-2.675932,416
3,3,-3.3725476,2.0084665,-2.0687356,1160
1,1,-0.6026116,-2.2605872,-0.3435704,309
4,4,2.0834572,1.9253372,1.6651055,1487
3,3,-4.6799836,2.2621987,-2.107623,1124
3,3,-4.542039,1.6933591,-2.3153272,918
0,0,1.9343038,-0.043524742,-0.5094156,155
1,1,-0.53119934,-2.7201884,-0.49483728,438
1,1,-0.2529884,-1.5508928,-2.1304681,591
4,4,0.5825579,2.060068,0.72482955,1248
3,3,-5.2142053,2.5308957,-1.1992362,1192
2,2,-0.06483513,-2.405592,1.3527846,811
2,2,0.14696606,-2.8256414,1.2670124,750
0,0,2.8981886,-0.19831985,0.38669062,159
4,4,1.3334584,2.466308,0.96352935,1443
2,2,1.020513,-2.2894313,1.1671346,829
0,0,1.800977,0.93496436,0.20754272,202
3,3,-4.251516,3.5646584,-1.1974844,978
2,2,0.5198482,-1.6786997,1.5089202,728
1,1,0.7087072,-2.733538,-2.0959685,421
4,4,0.8453329,2.8550334,2.3179255,1383
0,0,2.8288367,0.09608793,0.027504623,65
3,3,-4.5635543,2.4049592,-1.9875572,926
2,2,0.054324836,-2.0574818,1.4253913,844
4,4,1.0745884,2.5422928,1.1944498,1266
1,1,0.3376568,-2.879996,-1.8815743,360
2,2,0.079405166,-2.4490085,1.0119323,813
3,3,-3.6005797,2.9439492,-2.392353,955
4,4,1.698008,2.1133885,1.4534416,1393
3,3,-5.155784,3.6995592,-1.4423461,1106
2,2,-0.28183106,-2.0739229,2.2747445,742
3,3,-6.453986,3.4285874,-1.5102822,1173
2,2,0.8482547,-2.374813,1.2315948,618
3,3,-3.832757,2.1201506,-1.8836976,1127
0,0,2.1437333,-0.2787478,0.22451025,41
1,1,0.8284842,-1.6695797,-2.5211346,532
0,0,1.5468917,-0.6031893,0.46572673,148
4,4,1.5861382,1.887294,0.7002471,1390
0,0,2.2802896,0.11105075,0.38881263,105
3,3,-4.995305,2.950275,-0.4774924,950
3,3,-4.7191477,2.2745543,-1.7237929,1158
2,2,-0.00902079,-1.857153,1.1822132,808
3,3,-5.332287,2.614879,-1.9865742,1092
0,0,2.0207114,1.1494374,0.17069912,154
2,2,-0.37594146,-2.400164,0.8397277,651
0,0,2.2189937,-0.44511205,-0.3614511,172
2,2,0.7570869,-1.8516166,1.8766468,775
2,2,0.17256719,-2.286795,1.4480244,758
1,1,0.22873276,-2.3495412,-1.638951,521
2,2,-0.4096154,-2.1256597,2.2605095,795
4,4,2.5715394,2.9817202,0.7682173,1410
1,1,-0.48177803,-2.8285701,-1.4297574,327
3,3,-4.652566,1.7690525,-1.9174467,1094
0,0,2.7091222,0.9607223,-0.91573995,88
0,0,2.9813015,1.834415,0.35711163,15
4,4,1.1645834,2.4830587,1.6247422,1449
1,1,0.112825036,-2.0097234,-1.5540979,447
2,2,-0.23456505,-2.2039545,1.2383742,896
2,2,-0.81225413,-1.9920655,0.6761134,914
0,0,2.4773765,0.15066788,0.78719115,195
0,0,2.75626,0.51095086,0.5888738,297
2,2,0.15175937,-1.3486528,1.8094798,664
1,1,1.6615047,-3.0956771,-1.0542989,395
0,0,3.0368154,0.42076677,-0.028389603,285
2,2,-0.28773513,-2.2484727,1.8100966,672
4,4,1.0482221,2.1682916,1.0095482,1332
4,4,0.8686599,2.4190497,1.3469025,1371
2,2,0.3934419,-2.304116,1.5501167,677
1,1,-0.10209876,-2.3889143,-1.8500947,457
3,3,-2.9469705,3.6088107,-1.1067208,1048
1,1,-0.08513206,-2.8009257,-1.2730049,606
0,0,2.5192897,0.31964523,-0.60254323,16
1,1,1.111019,-1.700547,-2.0342128,464
2,2,1.2150419,-1.0291693,1.4991572,805
1,1,-0.15142435,-2.1880789,-0.6528586,316
1,1,-0.6178573,-2.4515169,-1.4351281,536
0,0,2.0471642,0.30063817,0.5412795,6
2,2,0.5477231,-1.3998363,0.8392296,898
4,4,2.1469686,2.7380102,1.971084,1345
3,3,-3.262392,2.5384538,-1.7817636,1027
1,1,0.19390482,-2.0956948,-1.4659783,578
0,0,2.7949624,1.3642154,0.1001616,219
4,4,2.2033744,2.8506043,2.0951266,1412
0,0,2.4241679,-0.2640459,0.42927384,141
2,2,0.7608796,-1.8040788,2.495974,911
1,1,1.2274792,-2.5666451,-1.1272434,336
2,2,-0.32064846,-2.626701,2.0611424,656
1,1,-0.00736773,-2.7192507,-2.1775396,460
1,1,1.2704847,-2.9339952,-0.23559952,473
4,4,2.5135715,1.580014,0.8631708,1453
1,1,-0.11432949,-2.889965,-2.5107117,488
3,3,-3.0789669,2.401047,-1.6344403,945
4,4,1.587064,1.7241092,0.40714902,1296
1,1,2.0182264,-3.3073037,-1.8040293,429
0,0,3.0493653,-0.6849988,0.4902511,286
0,0,3.1765728,0.8896729,1.3994067,54
0,0,2.3628917,0.3153932,0.8189919,260
0,0,2.8783314,-0.01441483,1.092175,100
4,4,2.0943775,1.1746944,1.5203102,1424
3,3,-3.8819149,1.8950604,-1.1511416,1136
3,3,-4.323479,2.5033262,-1.4848981,1166
4,4,1.7368441,2.3755872,1.0831352,1382
2,2,0.2650008,-2.4699292,1.8834771,709
1,1,0.77652586,-2.6201766,-2.6720061,523
2,2,-0.25208816,-2.9519305,1.6536955,680
2,2,0.25478518,-3.1786501,1.9915905,694
4,4,2.6735857,1.4967062,1.1822491,1288
0,0,2.2662663,-0.2564124,0.8445119,280
0,0,1.8032811,0.3367058,1.0356456,233
4,4,2.239046,1.5110623,1.3446407,1366
0,0,2.310238,-1.5543026,0.4509995,63
3,3,-4.036021,2.3691733,-1.2572049,1208
3,3,-4.9490385,2.1140075,-1.7362369,1035
3,3,-3.6407053,2.9079735,-0.7006375,1187
4,4,2.116398,1.7647588,1.1799409,1322
4,4,2.0078535,0.5936265,2.0461538,1493
3,3,-3.5936532,3.0742652,-0.74680305,1183
2,2,1.2919743,-2.824018,2.1469176,879
0,0,2.8489437,-1.2320015,0.24714957,108
1,1,1.3812652,-3.282352,-1.6412985,324
2,2,-0.151976,-2.925416,1.6908569,839
0,0,1.9365137,-0.39488178,-1.2522436,284
3,3,-3.6147788,2.621248,-1.8087292,1113
2,2,0.50585026,-2.8986268,0.89178574,894
0,0,2.7795255,0.37201792,-0.14604028,304
1,1,0.089636475,-2.8286486,-1.6510887,548
1,1,0.7644757,-2.8706694,-2.5708916,566
2,2,-0.24135359,-3.0089571,1.4462873,861
3,3,-4.6149154,2.1869497,-0.17364198,1120
3,3,-3.731216,1.7532635,-1.4797362,1210
1,1,-0.23287788,-2.8458483,-1.56256,310
3,3,-4.2960544,2.6601746,-1.7689446,1036
3,3,-2.400549,1.3816451,-2.0410724,991
3,3,-3.0811229,2.638908,-1.6402994,1004
4,4,2.0459175,2.1657324,0.9918381,1243
3,3,-4.1551547,3.0466433,-0.4539388,1083
0,0,2.510593,-0.09308922,-0.5412321,2
3,3,-4.2757735,3.2415004,-1.426101,1046
0,0,2.8406205,-1.0318455,-0.2841339,193
0,0,2.4808896,-0.46604583,0.2787776,143
3,3,-3.3505354,2.5868406,-1.604813,1095
0,0,2.9441898,0.2382698,1.6323051,203
3,3,-2.099739,3.2461967,-0.7029697,983
3,3,-4.2554226,3.233162,-1.6796331,975
4,4,1.8912793,1.5981264,1.1575861,1494
2,2,-0.47270584,-3.002925,1.3894001,856
3,3,-4.655189,2.8536363,-1.4349444,1100
3,3,-4.6354523,1.8127084,-2.3997488,921
3,3,-4.758433,2.8288624,-1.1858716,1215
4,4,1.6784863,1.6212869,1.1971893,1384
4,4,0.31797683,2.4352515,1.7368894,1318
3,3,-4.6906285,1.7155815,-2.2079926,1161
2,2,0.8809314,-2.766752,1.6209828,912
2,2,0.31927645,-2.802733,2.7155836,810
4,4,1.8294824,0.97066253,0.96143585,1291
0,0,2.476899,0.732103,-0.07614741,97
0,0,2.1162436,-0.4145844,0.6912228,110
0,0,2.094541,-0.108762465,0.123907074,226
0,0,1.8060967,0.48179194,-0.9099141,272
3,3,-4.1342463,2.6088426,-0.48296404,1013
0,0,2.6084628,-1.0656226,-0.04318364,176
1,1,0.38417578,-2.7500043,-0.7614087,332
2,2,0.27509573,-3.0009143,2.6668956,623
1,1,0.31842947,-3.4650836,-1.33348,539
3,3,-4.9464884,2.7101326,-1.5351073,1134
0,0,2.9516418,0.26136962,-0.2915529,303
4,4,1.8680933,1.5716981,1.3794854,1350
0,0,2.3840346,0.28168395,1.379075,33
2,2,0.46138173,-2.71305,1.1183478,727
0,0,3.2372327,-0.45923623,-0.76803017,236
3,3,-3.7293353,2.7637763,-1.3645108,1201
2,2,-0.2412946,-2.651512,1.5595591,789
0,0,2.5240166,0.3319419,-0.036481977,295
1,1,0.33950892,-2.9387937,-1.3416486,422
2,2,0.51408035,-2.8828332,1.4940109,820
3,3,-3.593885,2.2482858,-0.32587183,1014
4,4,1.9066229,1.4599254,1.3172522,1320
1,1,0.23308915,-3.527703,-0.7307966,338
3,3,-4.0284176,1.426805,-2.8132763,1125
3,3,-2.8527083,3.0660043,-1.3396965,1207
4,4,1.3462175,2.3870199,1.6337605,1368
3,3,-3.9987288,2.381426,-2.322178,1034
0,0,2.5931008,-0.15333351,0.7392968,133
4,4,0.8723973,1.7374916,1.5901154,1233
2,2,0.03695961,-2.8704598,1.7143538,772
1,1,1.100637,-3.48942,-0.7147118,373
0,0,2.1810715,-0.4594734,0.7655828,5
0,0,2.0426826,-0.1814659,-0.1887039,204
4,4,1.0324292,1.9508002,0.33408493,1498
4,4,1.0115753,2.0713701,1.5912358,1229
4,4,1.368639,1.8109845,1.6548595,1278
0,0,2.7615647,0.16207,0.67640465,48
4,4,2.6524975,2.5550375,1.0368943,1519
2,2,0.2154167,-2.7847483,0.8350706,843
4,4,2.025363,1.1375866,1.9473732,1249
0,0,2.827997,-0.15239465,0.80087984,288
4,4,1.3012316,2.5548036,1.4893291,1471
3,3,-3.0411446,2.4271896,-1.0414375,1110
4,4,3.036593,1.7175962,0.38451028,1481
1,1,0.520475,-3.008931,-1.6067798,602
1,1,0.95931274,-3.1468904,-2.247704,323
2,2,-0.090064496,-2.7097988,1.5972518,729
0,0,2.7703552,0.9528452,0.6787338,190
1,1,0.06184727,-2.7756932,-1.004612,308
3,3,-5.1399946,2.4032953,-1.1917593,1138
4,4,1.384091,1.8806231,1.5920836,1456
4,4,2.3317833,1.7465079,1.5099292,1325
4,4,1.6294844,1.8378069,1.3372524,1369
4,4,1.9321502,2.4075875,1.877008,1262
2,2,-0.7771571,-3.0760128,2.245041,792
2,2,0.69973195,-2.5473824,2.2387772,804
3,3,-4.6648936,2.8267045,-1.0290815,1185
0,0,2.571653,0.4563533,0.32089585,224
4,4,2.7602048,1.9289312,2.0030189,1411
3,3,-1.9769742,2.799907,-1.2939229,1043
3,3,-2.877347,3.196128,-0.9831588,1049
3,3,-5.4974995,3.453318,-1.238065,1170
1,1,1.7910628,-2.6516194,-1.1637385,461
2,2,1.3749529,-2.0829608,2.004095,863
4,4,1.3267218,1.5076543,0.99518645,1257
1,1,0.33159292,-2.0877185,-1.813126,555
4,4,1.1014724,2.4389133,1.0847309,1502
1,1,0.7830148,-3.0906954,-0.6952002,610
0,0,2.428942,-0.934541,-1.4802668,209
1,1,1.1157391,-2.9854727,-1.1432928,372
4,4,2.3718247,1.560023,0.9455251,1495
2,2,0.6645837,-2.5551398,1.3432412,848
3,3,-3.7520561,2.8487673,-1.3502461,1137
1,1,0.17241892,-2.4261394,-0.86795884,350
1,1,1.3968401,-3.0284612,-0.98856777,440
1,1,-0.27330014,-2.5792117,-1.6895092,414
1,1,0.3640443,-2.2518582,-1.2749895,520
1,1,0.6781766,-2.8351884,-1.4831276,389
2,2,0.8944415,-2.839967,1.6726878,897
2,2,-0.08600423,-1.4603927,1.7749761,866
3,3,-5.1987023,3.7158763,-1.2745444,1114
3,3,-4.873826,3.2106404,-1.3095717,1051
3,3,-2.6831093,3.168963,-1.1627191,1006
4,4,1.9092606,2.1909,1.0493271,1418
4,4,1.142785,2.711838,1.7865794,1272
4,4,1.3113992,1.8778926,1.0792508,1447
1,1,-0.24818465,-2.277502,-1.1287534,312
0,0,3.0100608,-0.09827179,-0.6401255,182
0,0,2.8901856,-0.51206005,-0.119556695,275
2,2,-0.3566466,-1.3454798,1.7607212,834
0,0,3.1228535,1.0359832,0.06629264,302
3,3,-4.8881345,3.945078,-1.2694657,1149
2,2,0.68519795,-2.2622523,1.9973232,648
4,4,1.9534923,2.264892,1.4086529,1388
3,3,-3.6499426,3.0457435,-1.3420379,1104
0,0,2.6475043,0.5082994,-0.22504239,45
4,4,2.0162392,3.100438,1.1905259,1406
2,2,0.29108265,-1.9425503,1.5201157,643
1,1,0.9224229,-2.5673518,-1.469346,363
2,2,0.01700037,-2.0327115,1.5899292,806
