true_label,pred_label,x,y,z,datatime_idx,,—\‘ªƒ‰ƒxƒ‹,x•½‹Ï,y•½‹Ï,z•½‹Ï
0,0,2.4666944,-0.018554792,-0.39019284,206,,,,,
0,0,2.3463974,0.009321824,-0.2933453,207,,,,,
0,0,2.5047054,-0.17349586,-0.2714982,208,,,,,
0,0,2.6343877,-0.1939739,-0.042421542,209,,,,,
0,0,2.343884,-0.24528328,-0.17319506,210,,,,,
0,0,2.5239468,0.14959875,-0.3183342,211,,,,,
0,0,2.7459126,0.05747024,0.1632776,212,,,,,
0,0,2.7021537,0.3179384,0.2985911,213,,,,,
0,0,2.4511313,0.03744486,-0.33482802,214,,,,,
0,0,2.7533522,0.112653404,-0.05871676,215,,,,,
0,0,2.5996542,0.34115994,0.14785247,216,,,,,
0,0,2.3668027,0.11262868,0.27823377,217,,,,,
0,0,2.6344414,0.2071729,0.17180428,218,,,,,
0,0,2.8343024,0.60609746,-0.032610044,219,,,,,
0,0,2.7314992,0.19853622,-0.12665248,220,,,,,
0,0,2.1750379,-0.116547175,0.30087528,221,,,,,
0,0,2.610104,0.6421525,-0.13394547,222,,,,,
0,0,2.4438396,0.4274571,-0.10186723,223,,,,,
0,0,2.6764581,0.643656,0.13946852,224,,,,,
0,0,2.607297,0.42150354,0.05434747,225,,,,,
0,0,2.4385877,0.43671775,-0.023488238,226,,,,,
0,0,2.4066608,0.42760587,0.3390899,227,,,,,
0,0,2.5415497,0.29089755,0.41999727,228,,,,,
0,0,2.5348115,0.18583621,0.37351817,229,,,,,
0,0,2.46738,0.39524186,0.28315043,230,,,,,
0,0,2.526958,0.4441052,0.30826372,231,,,,,
0,0,2.4879699,0.11863521,0.37991437,232,,,,,
0,0,2.4535012,0.51606184,0.1949035,233,,,,,
0,0,2.874906,0.65429974,0.5301078,234,,,,,
0,0,2.8694975,0.59100306,-0.013208538,235,,,,,
0,0,2.8419423,0.6298435,0.24065208,236,,,,,
0,0,2.6273532,0.20732026,0.6799807,237,,,,,
0,0,2.0807817,0.28843176,0.008692775,238,,,,,
0,0,2.4654632,0.015982002,-0.052454382,239,,,,,
0,0,2.3456998,0.07967745,-0.3309192,240,,,,,
0,0,2.2598476,0.06923781,-0.18979123,241,,,,,
0,0,2.4200027,-0.108347714,-0.32234898,242,,,,,
0,0,2.475888,-0.20293058,-0.033742458,243,,,,,
0,0,2.335406,-0.25830346,-0.18394941,244,,,,,
0,0,2.482919,0.1980602,-0.33985585,245,,,,,
0,0,2.3951144,-0.05713083,0.25334427,246,,,,,
0,0,2.7503247,0.41971672,0.31254774,247,,,,,
0,0,2.4471426,0.06757142,-0.3666135,248,,,,,
0,0,2.7627268,0.093817234,-0.08314201,249,,,,,
0,0,2.6683826,0.4459309,0.16189761,250,,,,,
0,0,2.413568,0.22257379,0.28223634,251,,,,,
0,0,2.6454034,0.248382,0.24695504,252,,,,,
0,0,2.731452,0.5633889,0.06371677,253,,,,,
0,0,2.7543802,0.23887244,-0.02463597,254,,,,,
0,0,2.2820566,0.10707311,0.36428362,255,,,,,
0,0,2.6149054,0.6842562,-0.10421455,256,,,,,
0,0,2.2740126,0.28338903,0.07744864,257,,,,,
0,0,2.7545998,0.7195288,0.10609909,258,,,,,
0,0,2.8681345,0.5272676,-0.001859814,259,,,,,
0,0,2.4946728,0.56465364,-0.02248931,260,,,,,
0,0,2.4893599,0.5430542,0.36000517,261,,,,,
0,0,2.5696635,0.40359515,0.4074305,262,,,,,
0,0,2.4750667,0.283611,0.41521984,263,,,,,
0,0,2.3680205,0.38306534,0.4798446,264,,,,,
0,0,2.5435045,0.5753969,0.3397442,265,,,,,
0,0,2.5155478,0.20068279,0.44319597,266,,,,,
0,0,2.4203606,0.57720035,0.18905595,267,,,,,
0,0,2.7214231,0.75751156,0.53281325,268,,,,,
0,0,2.8336422,0.6813242,-0.05730924,269,,,,,
0,0,2.7639954,0.6646914,0.25549555,270,,,,,
0,0,2.5542908,0.20863691,0.7083778,271,,,,,
0,0,2.0783997,0.4258057,-0.14539883,272,,,,,
0,0,2.4000854,0.09404144,-0.07551391,273,,,,,
0,0,2.302466,0.19345158,-0.46978283,274,,,,,
0,0,2.3909929,0.033078417,-0.27460682,275,,,,,
0,0,2.4396572,-0.08992496,-0.3748639,276,,,,,
0,0,2.408718,-0.14635898,-0.03651452,277,,,,,
0,0,2.2964025,-0.25816867,-0.19660419,278,,,,,
0,0,2.5085282,0.17064378,-0.36266288,279,,,,,
0,0,2.6244268,0.12410377,0.26608294,280,,,,,
0,0,2.7182298,0.36731377,0.30221704,281,,,,,
0,0,2.4180064,0.17244446,-0.40547872,282,,,,,
0,0,2.8147476,0.0314904,-0.09785741,283,,,,,
0,0,2.5802214,0.37006146,0.20562382,284,,,,,
0,0,2.5245194,0.32022732,0.24962977,285,,,,,
0,0,2.697555,0.2862191,0.14686152,286,,,,,
0,0,2.8175929,0.6402942,0.03826794,287,,,,,
0,0,2.7483177,0.26398113,-0.18459621,288,,,,,
0,0,2.0614724,0.25617474,0.37009296,289,,,,,
0,0,2.5570836,0.69841856,-0.0726578,290,,,,,
0,0,2.5710943,0.44803423,-0.1668724,291,,,,,
0,0,2.661112,0.859867,-0.06829627,292,,,,,
0,0,2.7267234,0.59055984,0.0429644,293,,,,,
0,0,2.6138096,0.51903653,0.033369154,294,,,,,
0,0,2.4940434,0.68326813,0.4601332,295,,,,,
0,0,2.4098263,0.46762446,0.42868173,296,,,,,
0,0,2.5613384,0.3054443,0.39019343,297,,,,,
0,0,2.3649786,0.38966537,0.41253486,298,,,,,
0,0,2.7600722,0.67601395,0.2224316,299,,,,,
0,0,2.5084424,0.26563936,0.3392834,300,,,,,
0,0,2.3467917,0.6094542,0.16344337,301,,,,,
0,0,2.709004,0.86518556,0.42425087,302,,,,,
0,0,2.7965133,0.6088577,-0.036558047,303,,,,,
0,0,2.7311468,0.7321338,0.19486538,304,,,,,
0,0,2.4435172,0.23652902,0.6817447,305,,,,,
1,1,-0.32819828,-2.3502011,-1.218503,306,,,,,
1,1,-0.40053493,-2.3635416,-1.0917503,307,,,,,
1,1,-0.5871668,-1.8957438,-0.90218157,308,,,,,
1,1,-0.5586498,-1.8572211,-0.73092365,309,,,,,
1,1,-0.21167928,-2.1083825,-1.2392368,310,,,,,
1,1,-0.14226165,-2.155343,-1.455745,311,,,,,
1,1,-0.16940987,-2.3587646,-1.223875,312,,,,,
1,1,0.37926143,-2.5366406,-1.1274883,313,,,,,
1,1,0.5848807,-2.2405283,-1.6841216,314,,,,,
1,1,0.359483,-2.3566809,-1.2284234,315,,,,,
1,1,0.24607581,-2.4512043,-1.0293281,316,,,,,
1,1,0.8296013,-2.298565,-1.2909261,317,,,,,
1,1,0.63273364,-2.330015,-1.4008573,318,,,,,
1,1,0.977793,-2.2593527,-1.4251658,319,,,,,
1,1,0.90371966,-2.3652275,-1.4429408,320,,,,,
1,1,0.8034555,-2.439375,-1.399958,321,,,,,
1,1,1.1122642,-2.503541,-1.3105688,322,,,,,
1,1,0.85834414,-2.3901892,-1.5856432,323,,,,,
1,1,1.2010214,-2.3865504,-1.8992097,324,,,,,
1,1,1.239116,-2.2958665,-1.1720171,325,,,,,
1,1,1.2509149,-2.3146193,-1.5884314,326,,,,,
1,1,1.10637,-2.7831423,-1.2586863,327,,,,,
1,1,1.3871063,-2.4248,-1.7696238,328,,,,,
1,1,1.4582642,-2.3002577,-1.0059083,329,,,,,
1,1,1.1088117,-2.5535173,-1.2564442,330,,,,,
1,1,0.39616907,-2.5047836,-0.9266304,331,,,,,
1,1,0.43363196,-2.8068967,-1.1060429,332,,,,,
1,1,0.29618323,-2.5193896,-0.31851667,333,,,,,
1,1,0.6594793,-2.707294,-0.88923705,334,,,,,
1,1,0.8007034,-2.8314104,-0.5126855,335,,,,,
1,1,1.1555977,-2.6426475,-0.86195076,336,,,,,
1,1,1.0402681,-2.6026533,-0.48955935,337,,,,,
1,1,0.5837923,-2.642108,-0.87692,338,,,,,
1,1,0.8770072,-2.6350026,-0.9795289,339,,,,,
1,1,-0.37608752,-2.2565675,-1.1830536,340,,,,,
1,1,-0.40537864,-2.3270667,-1.2050014,341,,,,,
1,1,-0.5530182,-1.9979343,-1.0318736,342,,,,,
1,1,-0.5430458,-2.0341187,-0.7932405,343,,,,,
1,1,-0.30028248,-2.1592283,-1.3660754,344,,,,,
1,1,-0.18632051,-2.1995218,-1.5235136,345,,,,,
1,1,-0.19579254,-2.3430686,-1.2704594,346,,,,,
1,1,0.066766456,-2.4532804,-1.0877473,347,,,,,
1,1,0.46620226,-2.3396711,-1.7900798,348,,,,,
1,1,0.22143087,-2.3688912,-1.2785865,349,,,,,
1,1,0.18144429,-2.4095592,-1.1516898,350,,,,,
1,1,0.9559733,-2.5533013,-1.461304,351,,,,,
1,1,0.52997506,-2.394044,-1.4022477,352,,,,,
1,1,0.94879913,-2.3910494,-1.521105,353,,,,,
1,1,0.7708678,-2.3796551,-1.4332274,354,,,,,
1,1,0.7857581,-2.5968947,-1.5109557,355,,,,,
1,1,0.990873,-2.4931784,-1.403714,356,,,,,
1,1,0.83596206,-2.4743853,-1.6939927,357,,,,,
1,1,1.0398177,-2.436361,-2.0208201,358,,,,,
1,1,1.2816324,-2.376647,-1.3164577,359,,,,,
1,1,1.2038028,-2.4280212,-1.7665446,360,,,,,
1,1,1.1306378,-2.8129234,-1.3089644,361,,,,,
1,1,1.3043761,-2.4715364,-1.8952919,362,,,,,
1,1,1.450391,-2.4588878,-1.1017958,363,,,,,
1,1,1.0399196,-2.6693702,-1.2574192,364,,,,,
1,1,0.4784002,-2.6237464,-0.9713456,365,,,,,
1,1,0.29646403,-2.8260303,-0.99296343,366,,,,,
1,1,0.27484655,-2.430008,-0.44757646,367,,,,,
1,1,0.4538671,-2.7702107,-0.81781256,368,,,,,
1,1,0.77502567,-2.7119124,-0.50741947,369,,,,,
1,1,0.9745611,-2.7568586,-0.7831625,370,,,,,
1,1,0.889603,-2.6660423,-0.47878206,371,,,,,
1,1,0.58244175,-2.6702585,-0.93339115,372,,,,,
1,1,0.8976989,-2.7600021,-1.0704268,373,,,,,
1,1,-0.5114878,-2.145277,-1.1885631,374,,,,,
1,1,-0.44168293,-2.2352486,-1.3155768,375,,,,,
1,1,-0.49137646,-2.0172524,-1.2419786,376,,,,,
1,1,-0.5614548,-1.937921,-0.84042037,377,,,,,
1,1,-0.34645307,-2.196879,-1.4864888,378,,,,,
1,1,-0.16086246,-2.1312604,-1.6917475,379,,,,,
1,1,-0.26235965,-2.3866115,-1.3092691,380,,,,,
1,1,0.16739199,-2.4349513,-1.3464605,381,,,,,
1,1,0.4079683,-2.3069873,-1.9354585,382,,,,,
1,1,0.14846656,-2.3396072,-1.4712658,383,,,,,
1,1,0.110909626,-2.3414354,-1.2909157,384,,,,,
1,1,0.9603111,-2.5068963,-1.6438079,385,,,,,
1,1,0.5810818,-2.429946,-1.6191345,386,,,,,
1,1,0.92288816,-2.3801968,-1.593411,387,,,,,
1,1,0.5993694,-2.4125419,-1.3414371,388,,,,,
1,1,0.7432566,-2.431999,-1.6671227,389,,,,,
1,1,1.0292256,-2.4790163,-1.5662321,390,,,,,
1,1,0.87423706,-2.4439573,-1.8752148,391,,,,,
1,1,1.0553102,-2.4143057,-2.0716505,392,,,,,
1,1,1.2388592,-2.3212361,-1.357681,393,,,,,
1,1,1.1759337,-2.363787,-1.9169514,394,,,,,
1,1,1.1780547,-2.726997,-1.3783588,395,,,,,
1,1,1.2731322,-2.382255,-1.9758959,396,,,,,
1,1,1.4879134,-2.443575,-1.2776405,397,,,,,
1,1,1.1546239,-2.641673,-1.477583,398,,,,,
1,1,0.6026629,-2.594605,-1.0138559,399,,,,,
1,1,0.41516483,-2.8108873,-0.9977251,400,,,,,
1,1,0.30785263,-2.3896756,-0.48305956,401,,,,,
1,1,0.4592324,-2.8421936,-0.93849784,402,,,,,
1,1,0.79502726,-2.7188299,-0.50275606,403,,,,,
1,1,0.9892275,-2.806628,-0.8718037,404,,,,,
1,1,0.9293302,-2.7840466,-0.602607,405,,,,,
1,1,0.44511,-2.7644916,-0.9274421,406,,,,,
1,1,0.9358547,-2.8034756,-1.1382064,407,,,,,
1,1,-0.3787137,-2.3693085,-1.5765406,408,,,,,
1,1,-0.5912126,-2.194312,-1.4163067,409,,,,,
1,1,-0.6259257,-1.9855167,-1.3878226,410,,,,,
1,1,-0.5497977,-1.8996241,-1.0072773,411,,,,,
1,1,-0.41554138,-2.1147742,-1.6008499,412,,,,,
1,1,-0.16830844,-2.104963,-1.7623172,413,,,,,
1,1,-0.25203723,-2.3648677,-1.4246229,414,,,,,
1,1,0.11665961,-2.3539624,-1.499091,415,,,,,
1,1,0.28923926,-2.1715937,-2.0524123,416,,,,,
1,1,0.010280728,-2.3202558,-1.6210854,417,,,,,
1,1,0.21620919,-2.377407,-1.5616888,418,,,,,
1,1,0.9264459,-2.4767168,-1.8685852,419,,,,,
1,1,0.5677972,-2.375217,-1.8390741,420,,,,,
1,1,0.8201789,-2.264455,-1.8433442,421,,,,,
1,1,0.6229011,-2.35281,-1.711704,422,,,,,
1,1,0.7007016,-2.3036544,-1.8772017,423,,,,,
1,1,1.0393744,-2.4940128,-1.7831788,424,,,,,
1,1,0.7769728,-2.361783,-2.02064,425,,,,,
1,1,0.98114914,-2.3400397,-2.2587397,426,,,,,
1,1,1.2693809,-2.2873921,-1.6279862,427,,,,,
1,1,1.1222572,-2.3170261,-2.1315968,428,,,,,
1,1,1.2225301,-2.653284,-1.625005,429,,,,,
1,1,1.1322566,-2.285089,-2.079801,430,,,,,
1,1,1.4169142,-2.4545398,-1.4635844,431,,,,,
1,1,1.111459,-2.655078,-1.4920924,432,,,,,
1,1,0.6295445,-2.588076,-1.2027973,433,,,,,
1,1,0.33979082,-2.64983,-1.1570883,434,,,,,
1,1,0.31623322,-2.4151354,-0.5137984,435,,,,,
1,1,0.5549286,-2.6922956,-1.103215,436,,,,,
1,1,0.75736713,-2.8035586,-0.5870146,437,,,,,
1,1,0.9026966,-2.8640656,-0.9521309,438,,,,,
1,1,0.9358421,-2.6746128,-0.69863915,439,,,,,
1,1,0.5170409,-2.8632252,-1.0883381,440,,,,,
1,1,0.62739575,-2.6670103,-1.0060799,441,,,,,
1,1,-0.50670147,-2.30801,-1.6155376,442,,,,,
1,1,-0.6671735,-2.2232928,-1.5450292,443,,,,,
1,1,-0.6499524,-1.9991415,-1.5403113,444,,,,,
1,1,-0.5975131,-1.9802516,-1.1084795,445,,,,,
1,1,-0.4945785,-2.1035986,-1.6518939,446,,,,,
1,1,-0.21487668,-2.124379,-1.8781357,447,,,,,
1,1,-0.21799245,-2.338183,-1.6372141,448,,,,,
1,1,-0.031209514,-2.24605,-1.6468229,449,,,,,
1,1,0.26265973,-2.1355445,-2.181583,450,,,,,
1,1,-0.05798836,-2.2193885,-1.7425303,451,,,,,
1,1,0.15424438,-2.295123,-1.6240623,452,,,,,
1,1,0.84180444,-2.453658,-1.9888731,453,,,,,
1,1,0.43482363,-2.3393016,-1.8459575,454,,,,,
1,1,0.7158047,-2.3233986,-1.8683052,455,,,,,
1,1,0.64293224,-2.2653308,-1.8451833,456,,,,,
1,1,0.6573365,-2.412778,-1.8655,457,,,,,
1,1,0.9076033,-2.4749687,-1.810799,458,,,,,
